SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.298,-0.199,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,1.123,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
0,1.283,-0.556,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.935,-0.901,0.139,0.316,0.116,-1.967,0.195,-2.685,-0.112
1,1.283,0.935,-0.901,-0.182,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.199,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,1.123,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.192
1,0.298,1.123,-1.734,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.391,-0.901,0.069,-0.163,-0.385,-1.967,0.257,-2.685,-0.112
1,1.283,0.202,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,0.491,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,1.283,1.123,-0.901,0.139,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.202,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,0.491,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,-0.199,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.935,-0.901,-0.182,-0.163,0.116,-2.75,-0.07,-1.835,-0.112
1,1.193,-0.556,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,1.283,-0.391,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.935,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.391,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,1.283,-0.556,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.265,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.433
1,1.283,0.935,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,0.202,-0.901,-0.182,-0.163,-0.13,-1.967,0.257,-1.835,-0.112
1,0.298,-0.199,-0.901,-0.182,0.316,0.05,-1.967,-0.07,-1.835,-0.433
1,0.298,-0.199,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.202,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,0.202,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.199,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
0,0.298,-0.391,-1.734,0.069,-0.096,0.116,-2.75,0.257,-2.685,-0.192
1,1.193,0.935,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.935,-0.901,0.069,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.096,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.192
1,1.283,0.491,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,0.202,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.283,1.123,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.556,-1.734,0.069,-0.163,0.05,-1.967,0.257,-2.685,-0.112
1,1.283,-0.199,-0.901,-0.182,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.096,-1.734,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.491,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.935,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,0.202,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.192
1,1.193,0.202,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,-1.094,-0.265,-1.734,-0.182,-0.163,0.116,-2.75,0.257,-1.835,-0.112
1,-1.094,-0.391,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.293
1,1.283,0.935,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.193,0.491,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,0.935,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.199,-2.363,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.202,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.265,-0.901,0.139,0.316,-0.13,-3.207,0.257,-1.835,-0.192
1,0.298,-0.556,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,1.123,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,0.202,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.096,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,1.123,-0.901,0.139,-0.096,-0.13,-1.967,0.257,-1.835,-0.112
1,1.193,0.202,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
0,1.193,-0.265,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-2.685,-0.112
1,0.298,-0.096,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.192
1,0.298,-0.199,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,0.298,0.935,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,-0.391,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.433
1,-1.094,-0.391,-0.901,0.139,-0.163,-0.385,-1.967,0.257,-1.835,-0.112
1,1.193,0.491,-1.734,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.265,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.433
1,-1.094,0.202,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.731
1,1.283,1.123,-0.901,0.139,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.391,-0.901,0.139,-0.096,-0.385,-1.967,0.257,-1.835,-0.433
1,-1.094,-0.556,-0.901,-0.182,0.316,0.116,-2.75,-0.07,-1.835,-0.192
1,1.193,0.935,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.199,-1.734,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.192
1,0.298,-0.096,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.193,0.202,-0.901,-0.182,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.096,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,-0.265,-0.901,-0.182,-0.096,0.116,-1.967,-0.646,-1.835,-0.112
1,0.298,-0.391,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.192
1,1.283,0.935,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,-0.265,-0.901,0.069,0.316,0.116,-1.967,-0.646,-1.835,-0.433
1,1.193,0.202,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.202,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.199,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,-0.391,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,0.935,-0.901,0.139,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,1.193,0.491,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.096,-0.901,0.069,-0.096,0.116,-1.967,-0.646,-1.835,-0.112
1,0.298,-0.199,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.096,-1.734,0.069,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.199,-1.734,0.139,-0.163,0.116,-1.967,0.257,-2.685,-0.112
1,1.193,-0.096,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.293
1,1.283,0.935,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
0,-1.094,0.491,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.556,-2.363,0.139,-0.163,0.05,-2.75,0.257,-1.835,-0.112
1,0.298,-0.096,-1.734,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.293
1,1.193,1.123,-0.901,0.139,0.316,-0.13,-1.967,0.257,-1.835,-0.112
1,1.283,-0.199,-2.363,-0.182,-0.096,0.116,-1.967,-0.646,-1.835,-0.112
1,1.193,0.935,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,1.193,0.935,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,1.283,1.123,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
1,-1.094,0.491,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,0.935,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.192
0,-1.094,-0.556,-0.901,0.139,-0.163,-1.03,-1.967,0.257,-1.835,-0.112
1,0.298,-0.096,-0.901,0.139,0.316,0.05,-1.967,0.257,-1.835,-0.112
1,1.283,-0.096,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,-0.391,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.199,-0.901,0.069,0.316,0.05,-1.967,0.195,-1.835,-0.433
1,1.193,-0.556,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.433
1,1.193,0.491,-1.734,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,-1.094,-0.265,-1.734,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.433
1,0.298,0.202,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.193,0.202,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,-1.094,-0.199,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,0.298,-0.391,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.192
1,-1.094,0.491,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,0.298,-0.556,-1.734,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,-0.265,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.433
1,-1.094,-0.199,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.293
1,1.283,0.491,-0.901,-0.182,-0.163,-0.13,-1.967,0.257,-1.835,-0.112
1,-1.094,0.491,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.199,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,0.298,-0.556,-1.734,0.069,-0.096,0.05,-1.967,0.195,-1.835,-0.433
1,0.298,1.123,-0.901,-0.182,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.935,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,0.935,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,0.298,-0.096,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,1.123,-0.901,0.139,-0.096,-0.13,-1.967,0.257,-1.835,-0.112
1,1.283,-0.265,-0.901,0.139,-0.163,-0.13,-1.967,0.257,-1.835,-0.293
1,-1.094,-0.265,-0.901,0.139,0.316,0.05,-1.967,0.195,-1.835,-0.112
1,1.193,0.202,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.433
1,1.193,0.491,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,-0.096,-0.901,0.069,-0.096,0.116,-1.967,-0.646,-1.835,-0.112
1,0.298,-0.265,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.433
1,-1.094,-0.265,-1.734,0.069,0.316,0.116,-1.967,0.257,-1.835,-0.192
1,0.298,-0.556,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.199,-0.901,0.069,-0.163,-0.13,-1.967,0.257,-1.835,-0.112
0,1.283,-0.199,-1.734,0.139,-0.096,0.116,-2.75,0.195,-2.685,-0.293
1,1.193,-0.265,-0.901,0.139,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,-1.094,-0.199,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.192
1,-1.094,-0.556,-0.901,0.069,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,1.193,0.935,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,0.491,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,-0.199,-0.901,0.069,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,1.193,1.123,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.391,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
1,0.298,-0.391,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,1.123,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
0,-1.094,-0.391,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.293
1,1.283,1.123,-0.901,0.069,-0.096,0.116,-1.967,-0.646,-1.835,-0.112
1,0.298,-0.265,-1.734,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.283,0.491,-0.901,0.069,-0.096,0.05,-1.967,0.195,-1.835,-0.112
1,-1.094,1.123,-2.363,-0.182,-0.163,0.05,-1.967,0.257,-2.685,-0.112
1,1.193,1.123,-0.901,-0.182,-0.163,-0.13,-1.967,0.257,-1.835,-0.112
1,-1.094,0.935,-0.901,0.069,-0.096,0.05,-1.967,0.195,-1.835,-0.112
1,1.283,0.491,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.192
0,0.298,-0.265,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.433
1,0.298,-0.556,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,1.123,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,0.202,-0.901,-0.182,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.096,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.096,-2.679,0.069,-0.096,0.116,-1.967,0.195,-2.907,-0.112
1,0.298,0.491,-0.901,0.139,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,0.298,0.491,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.556,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,0.298,-0.556,-0.901,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,1.123,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.491,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
0,0.298,-0.391,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.293
1,0.298,0.202,-1.734,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,-0.265,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,0.298,0.202,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.096,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.293
1,0.298,-0.096,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.433
1,1.193,0.935,-1.734,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,1.193,-0.199,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.433
1,1.283,-0.265,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,1.193,0.935,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,1.123,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
0,1.193,-0.096,-0.901,0.139,0.316,0.116,-2.75,-0.07,-1.835,-0.192
1,1.283,0.202,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,1.123,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.096,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,1.193,-0.199,-0.901,0.069,0.316,0.116,-1.967,-0.646,-1.835,-0.192
1,-1.094,-0.556,-1.734,-0.182,-0.163,0.116,-3.207,0.257,-1.835,-0.192
1,1.193,0.491,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
1,1.283,-0.556,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.265,-1.734,-0.182,-0.163,0.05,-3.207,0.195,-1.835,-0.433
1,0.298,-0.391,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.193,0.491,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,0.935,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.433
1,-1.094,0.202,-1.734,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,0.935,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,-0.391,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.293
1,0.298,0.935,-0.901,0.069,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,0.298,1.123,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,-0.265,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.433
1,1.193,0.202,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,1.123,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.096,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.096,-0.901,0.069,0.316,0.05,-2.75,0.195,-2.685,-0.112
1,1.193,-0.391,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.391,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.433
0,-1.094,-0.391,-0.901,-0.182,-0.163,-1.03,-1.967,0.257,-1.835,-0.192
1,1.193,1.123,-1.734,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.096,-0.901,0.069,-0.163,0.116,-1.967,0.257,-1.835,-0.293
1,1.283,-0.265,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,-0.265,-0.901,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.192
0,0.298,1.123,-1.734,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,1.123,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.199,-0.901,-0.182,-0.096,0.05,-1.967,0.195,-1.835,-0.293
1,0.298,-0.265,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.283,0.935,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,0.491,-0.901,0.069,0.316,0.05,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.556,-0.901,-0.182,-0.163,-0.385,-1.967,0.257,-1.835,-0.112
1,1.283,1.123,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
0,-1.094,0.202,-2.363,-0.182,-0.096,0.116,-3.207,-0.07,-2.685,-0.112
0,-1.094,-0.096,-0.901,-0.182,-0.163,-0.385,-1.967,0.257,-1.835,-0.112
1,0.298,-0.096,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,0.935,-1.734,-0.182,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.265,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.293
1,-1.094,-0.556,-2.679,0.069,-0.163,0.116,-1.967,0.257,-1.835,-0.293
1,1.283,-0.556,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,1.283,-0.391,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,1.283,-0.199,-1.734,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,-1.094,-0.096,-0.901,0.139,-0.096,-0.385,-1.967,0.257,-1.835,-0.293
1,0.298,-0.556,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.192
1,1.193,0.202,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.293
1,1.283,-0.265,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,0.298,0.491,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.935,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.935,-0.901,0.139,-0.096,-0.13,-1.967,0.257,-1.835,-0.112
1,0.298,-0.199,-0.901,0.069,-0.096,0.116,-1.967,0.257,-2.685,-0.433
1,1.283,1.123,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,0.935,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.199,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.433
1,1.193,-0.096,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,0.202,-1.734,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.192
1,-1.094,-0.096,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,-0.096,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.556,-0.901,-0.182,-0.163,0.05,-2.75,0.257,-1.835,-0.112
1,0.298,0.491,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,1.193,-0.265,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,-1.094,-0.391,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.265,-0.901,0.069,0.316,-0.13,-1.967,0.195,-1.835,-0.293
1,1.283,0.935,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,0.298,-0.265,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.293
1,-1.094,-0.391,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,-0.199,-0.901,0.139,0.316,-0.13,-1.967,0.257,-1.835,-0.112
0,-1.094,-0.556,-1.734,0.139,-0.096,-0.385,-2.75,0.257,-1.835,-0.112
1,1.283,0.935,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,1.123,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.935,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.491,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.199,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.293
1,1.283,-0.556,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,0.298,0.491,-0.901,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.265,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.199,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.433
1,0.298,-0.199,-0.901,-0.182,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,1.123,-0.901,0.139,-0.096,0.116,-1.967,0.195,-1.835,-0.192
0,0.298,0.491,-1.734,0.069,-0.096,0.116,-3.207,-0.07,-2.907,-0.433
1,0.298,-0.265,-0.901,0.069,-0.096,0.116,-1.967,-0.646,-1.835,-0.433
0,0.298,-0.265,-0.901,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.293
1,0.298,-0.265,-0.901,-0.182,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.096,-1.734,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.199,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.433
1,0.298,0.935,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.192
1,0.298,0.491,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,-1.094,-0.391,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,1.123,-0.901,0.139,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.391,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.192
1,1.193,0.491,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.096,-0.901,0.069,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.199,-0.901,0.069,0.316,0.05,-1.967,-0.07,-1.835,-0.112
1,-1.094,0.202,-0.901,0.069,-0.096,0.05,-1.967,0.195,-1.835,-0.112
1,0.298,1.123,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,-0.096,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.433
1,0.298,-0.096,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.192
1,1.283,0.491,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.935,-0.901,0.139,0.316,0.05,-1.967,0.257,-1.835,-0.112
1,-1.094,0.202,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,0.202,-1.734,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,1.123,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
1,1.193,0.202,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.192
0,1.283,0.935,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,1.123,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.491,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.283,1.123,-0.901,0.139,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.265,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.433
